"ACQDATE","ACQYEAR","ASSISTED_PAYOUT_FLAG","BANK_INSURED","CERT","CHANGECODE","CHANGECODE_DESC","CHANGECODE_DESC_LONG","CHARTAGENT","CHARTER_COM_TO_OTHER_FLAG","CHARTER_COM_TO_OTS_FLAG","CHARTER_OTHER_TO_COM_FLAG","CHARTER_OTS_TO_COM_FLAG","CLASS","CLASS_CHANGE_FLAG","CLASS_TYPE","CLASS_TYPE_DESC","CLCODE","CNTYNAME","CNTYNUM","EFFDATE","EFFYEAR","ENDDATE","ENDYEAR","ESTDATE","ESTYEAR","FAILED_COM_TO_COM_FLAG","FAILED_OTHER_TO_COM_FLAG","FAILED_OTS_TO_COM_FLAG","FAILED_OTS_TO_OTS_FLAG","FAILED_RTC_FLAG","FDICREGION","FDICREGION_DESC","FI_EFFDATE","FI_UNINUM","FRM_CERT","FRM_CHARTAGENT","FRM_CLASS","FRM_CLASS_TYPE","FRM_CLASS_TYPE_DESC","FRM_CLCODE","FRM_CNTYNAME","FRM_CNTYNUM","FRM_INSAGENT1","FRM_INSTNAME","FRM_ORGTYPE","FRM_ORGTYPE_NUM","FRM_PADDR","FRM_PADDR2","FRM_PCITY","FRM_PSTALP","FRM_PSTNUM","FRM_PZIP5","FRM_PZIPREST","FRM_REGAGENT","FRM_TRUST","ID","INSAGENT1","INSAGENT1_CHANGE_FLAG","INSAGENT2","INSTNAME","INSURED_COM_FLAG","INSURED_OTS_FLAG","LATITUDE","LONGITUDE","MADDR","MADDR2","MCITY","MSTALP","MSTATE","MZIP5","MZIPREST","NEW_CHARTER_DENOVO_FLAG","NEW_CHARTER_FLAG","OFF_CNTYNUM","OFF_NUM","ORGTYPE","ORGTYPE_NUM","ORG_ROLE_CDE","ORG_STAT_FLG","PADDR","PADDR2","PCITY","PROCDATE","PROCYEAR","PSTALP","PZIP5","PZIPREST","REGAGENT","REGAGENT_CHANGE_FLAG","RELOCATE_FLAG","REPORT_TYPE","SERVTYPE","SERVTYPE_DESC","STATE","STNUM","TRANSNUM","TRUST","UNASSIST_COM_TO_COM_FLAG","UNASSIST_COM_TO_OTS_FLAG","UNASSIST_OTHER_TO_COM_FLAG","UNASSIST_OTS_TO_COM_FLAG","UNASSIST_OTS_TO_OTS_FLAG","UNINUM","VOLUNTARY_LIQUIDATION_FLAG","WITHDRAW_INSURANCE_COM_FLAG","ACQ_BRANCHES","ACQ_BRANCHES_HREF"
"2006-03-29T00:00:00","2006","0","Y","18209","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","STATE","0","0","0","0","SI","0","S","Savings","41","LITCHFIELD","5","2001-01-31T00:00:00","2001","1990-03-31T00:00:00","1990","1850-01-01T00:00:00","1850","0","0","0","0","0","2","NEW YORK","","0","18209","STATE","SI","S","Savings","42","LITCHFIELD","5","BIF","Litchfield Bancorp","MUTUAL SAVINGS BANK","110","294 WEST STREET","","LITCHFIELD","CT","9","06759","0000","FDIC","","200101487_820_12129__","BIF","0","","Litchfield Bancorp","0","0","41.745365","-73.204601","P.O. BOX 997","","LITCHFIELD","CT","CONNECTICUT","06759","0000","0","0","0","0","STOCK SAVINGS BANK","115","FI","N","294 WEST STREET","","LITCHFIELD","2001-02-20T00:00:00","2001","CT","06759","0000","FDIC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","CONNECTICUT","9","200101487","","0","0","0","0","0","12129","0","0","",""
"2001-11-18T00:00:00","2001","0","Y","18229","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","STATE","0","0","0","0","SI","0","S","Savings","41","LITCHFIELD","5","2001-01-31T00:00:00","2001","1996-01-01T00:00:00","1996","1875-07-15T00:00:00","1875","0","0","0","0","0","2","NEW YORK","","0","18229","STATE","SI","S","Savings","42","LITCHFIELD","5","BIF","Northwest Community Bank","MUTUAL SAVINGS BANK","110","86 MAIN STREET","","WINSTED","CT","9","06098","0000","FDIC","","200101491_820_12146__","BIF","0","","Northwest Community Bank","0","0","41.921151","-73.061427","P. O. BOX 1019","","WINSTED","CT","CONNECTICUT","06098","0000","0","0","0","0","STOCK SAVINGS BANK","115","FI","N","86 MAIN STREET","","WINSTED","2001-02-20T00:00:00","2001","CT","06098","0000","FDIC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","CONNECTICUT","9","200101491","","0","0","0","0","0","12146","0","0","",""
"2002-11-28T00:00:00","2002","0","Y","27530","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OCC","0","0","0","0","N","0","C","Commercial","3","LOS ANGELES","37","2001-02-02T00:00:00","2001","2000-06-30T00:00:00","2000","1989-06-16T00:00:00","1989","0","0","0","0","0","14","SAN FRANCISCO","","0","27530","OCC","N","C","Commercial","3","LOS ANGELES","37","BIF","Nara Bank, National Association","COMMERCIAL BANK","10","3701 WILSHIRE BOULEVARD, SUITE 220","","LOS ANGELES","CA","6","90010","0000","OCC","","200101536_820_40263__","BIF","0","","Nara Bank, National Association","0","0","34.061789","-118.306595","3731 WILSHIRE BOULEVARD, SUITE 1000","","LOS ANGELES","CA","CALIFORNIA","90010","2830","0","0","0","0","COMMERCIAL BANK","10","FI","N","3701 WILSHIRE BOULEVARD, SUITE 220","","LOS ANGELES","2001-02-21T00:00:00","2001","CA","90010","0000","OCC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","CALIFORNIA","6","200101536","","0","0","0","0","0","40263","0","0","",""
"2001-05-31T00:00:00","2001","0","Y","27508","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OCC","0","0","0","0","N","0","C","Commercial","3","MARICOPA","13","2001-01-31T00:00:00","2001","1989-05-17T00:00:00","1989","1989-05-17T00:00:00","1989","0","0","0","0","0","14","SAN FRANCISCO","","0","27508","OCC","N","C","Commercial","3","MARICOPA","13","BIF","First National Bank of Arizona","COMMERCIAL BANK","10","25 SOUTH ARIZONA PLACE","","CHANDLER","AZ","4","85225","0000","OCC","","200101553_820_40241__","BIF","0","","First National Bank of Arizona","0","0","33.303115","-111.840741","17600 NORTH PERIMETER DRIVE","","SCOTTSDALE","AZ","ARIZONA","85251","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","25 SOUTH ARIZONA PLACE","","CHANDLER","2001-02-21T00:00:00","2001","AZ","85225","0000","OCC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","ARIZONA","4","200101553","","0","0","0","0","0","40241","0","0","",""
"2001-02-19T00:00:00","2001","0","Y","27030","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OCC","0","0","0","0","N","0","C","Commercial","3","SARASOTA","115","2001-02-16T00:00:00","2001","1999-02-16T00:00:00","1999","1987-08-19T00:00:00","1987","0","0","0","0","0","2","NEW YORK","","0","27030","OCC","N","C","Commercial","3","SARASOTA","115","BIF","West Coast Guaranty Bank, National Association","COMMERCIAL BANK","10","3700 SOUTH TAMIAMI TRAIL","","SARASOTA","FL","12","34239","0000","OCC","Full","200102050_820_38484__","BIF","0","SAIF","West Coast Guaranty Bank, National Association","0","0","27.301403","-82.530473","ONE F.N.B. BOULEVARD","","HERMITAGE","PA","PENNSYLVANIA","16148","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","3700 SOUTH TAMIAMI TRAIL","","SARASOTA","2001-03-12T00:00:00","2001","FL","34239","0000","OCC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","FLORIDA","12","200102050","Full","0","0","0","0","0","38484","0","0","",""
"2001-03-11T00:00:00","2001","0","Y","33423","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","STATE","0","0","0","0","NM","0","C","Commercial","21","JEFFERSON","51","2001-03-09T00:00:00","2001","1995-09-13T00:00:00","1995","1991-05-24T00:00:00","1991","0","0","0","0","0","13","DALLAS","","0","33423","STATE","NM","C","Commercial","21","JEFFERSON","51","BIF","Metro Bank","COMMERCIAL BANK","10","3417 WILLIAMS BOULEVARD","","KENNER","LA","22","70062","0000","FDIC","","200102628_820_47105__","BIF","0","","Metro Bank","0","0","30.018629","-90.239647","3417 WILLIAMS BOULEVARD","","KENNER","LA","LOUISIANA","70062","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","3417 WILLIAMS BOULEVARD","","KENNER","2001-03-30T00:00:00","2001","LA","70062","0000","FDIC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","LOUISIANA","22","200102628","","0","0","0","0","0","47105","0","0","",""
"2001-03-18T00:00:00","2001","0","Y","34396","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","STATE","0","0","0","0","NM","0","C","Commercial","21","BLAINE","13","1999-06-30T00:00:00","1999","1998-08-11T00:00:00","1998","1997-03-31T00:00:00","1997","0","0","0","0","0","14","SAN FRANCISCO","","0","34396","STATE","NM","C","Commercial","21","BLAINE","13","BIF","First Bank of Idaho","COMMERCIAL BANK","10","100 SECOND STREET EAST","","KETCHUM","ID","16","83340","0000","FDIC","","200102651_820_57159__","BIF","0","","First Bank of Idaho","0","0","43.678901","-114.365032","P.O. BOX 3239","","KETCHUM","ID","IDAHO","83340","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","100 SECOND STREET EAST","","KETCHUM","2001-04-03T00:00:00","2001","ID","83340","0000","FDIC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","IDAHO","16","200102651","","0","0","0","0","0","57159","0","0","",""
"2006-03-29T00:00:00","2006","0","Y","3845","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OCC","0","0","0","0","N","0","C","Commercial","3","MONTGOMERY","135","2001-03-31T00:00:00","2001","1995-11-17T00:00:00","1995","1932-11-17T00:00:00","1932","0","0","0","0","0","9","CHICAGO","","0","3845","OCC","N","C","Commercial","3","MONTGOMERY","135","BIF","Security National Bank","COMMERCIAL BANK","10","1 WEST BROADWAY","","WITT","IL","17","62094","0000","OCC","","200103025_820_2502__","BIF","0","","Security National Bank","0","0","39.254038","-89.351864","P.O. BOX  427","","WITT","IL","ILLINOIS","62094","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","1 WEST BROADWAY","","WITT","2001-04-23T00:00:00","2001","IL","62094","0000","OCC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","ILLINOIS","17","200103025","","0","0","0","0","0","2502","0","0","",""
"2006-03-29T00:00:00","2006","0","Y","10011","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","STATE","0","0","0","0","NM","0","C","Commercial","21","LAFAYETTE","65","2001-03-15T00:00:00","2001","1979-12-17T00:00:00","1979","1915-01-01T00:00:00","1915","0","0","0","0","0","9","CHICAGO","","0","10011","STATE","NM","C","Commercial","21","LAFAYETTE","65","BIF","Woodford State Bank","COMMERCIAL BANK","10","COUNTY HIGHWAYS M AND S","","WOODFORD","WI","55","53599","0000","FDIC","","200103173_820_6400__","BIF","0","","Woodford State Bank","0","0","0","0","P.O. BOX 766","","MONROE","WI","WISCONSIN","53566","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","COUNTY HIGHWAYS M AND S","","WOODFORD","2001-04-26T00:00:00","2001","WI","53599","0000","FDIC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","WISCONSIN","55","200103173","","0","0","0","0","0","6400","0","0","",""
"2003-02-19T00:00:00","2003","0","Y","34049","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OCC","0","0","0","0","N","0","C","Commercial","3","HARRIS","201","2001-03-01T00:00:00","2001","2000-05-18T00:00:00","2000","1995-08-17T00:00:00","1995","0","0","0","0","0","13","DALLAS","","0","34049","OCC","N","C","Commercial","3","HARRIS","201","BIF","First Community Bank, National Association","COMMERCIAL BANK","10","14200 GULF FREEWAY","P.O. BOX 752289","HOUSTON","TX","48","77034","0000","OCC","","200103202_820_56128__","BIF","0","","First Community Bank, National Association","0","0","29.600491","-95.19984","P.O. BOX 752289","P.O. BOX 752289","HOUSTON","TX","TEXAS","77275","2289","0","0","0","0","COMMERCIAL BANK","10","FI","N","14200 GULF FREEWAY","P.O. BOX 752289","HOUSTON","2001-05-01T00:00:00","2001","TX","77034","0000","OCC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","TEXAS","48","200103202","","0","0","0","0","0","56128","0","0","",""
"2006-03-29T00:00:00","2006","0","Y","10928","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","STATE","0","0","0","0","NM","0","C","Commercial","21","IRON","71","2001-03-15T00:00:00","2001","2000-06-30T00:00:00","2000","1932-01-01T00:00:00","1932","0","0","0","0","0","9","CHICAGO","","0","10928","STATE","NM","C","Commercial","21","IRON","71","BIF","The Miners' State Bank of Iron River","COMMERCIAL BANK","10","312 WEST GENESEE STREET","","IRON RIVER","MI","26","49935","0000","FDIC","","200103348_820_6999__","BIF","0","","The Miners State Bank","0","0","46.09159","-88.640073","P.O. BOX  351","","IRON RIVER","MI","MICHIGAN","49935","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","312 WEST GENESEE STREET","","IRON RIVER","2001-05-03T00:00:00","2001","MI","49935","0000","FDIC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","MICHIGAN","26","200103348","","0","0","0","0","0","6999","0","0","",""
"2001-09-27T00:00:00","2001","0","Y","28489","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","STATE","0","0","0","0","NM","0","C","Commercial","21","WALLA WALLA","71","2000-10-30T00:00:00","2000","1999-04-01T00:00:00","1999","1890-01-01T00:00:00","1890","0","0","0","0","0","14","SAN FRANCISCO","","0","28489","STATE","NM","C","Commercial","21","WALLA WALLA","71","SAIF","Banner Bank","COMMERCIAL BANK","10","10 SOUTH FIRST STREET","","WALLA WALLA","WA","53","99362","0000","FDIC","","200104475_820_41323__","SAIF","0","BIF","Banner Bank","0","0","46.039236","-118.669366","P.O. BOX 907","","WALLA WALLA","WA","WASHINGTON","99362","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","10 SOUTH FIRST STREET","","WALLA WALLA","2001-06-08T00:00:00","2001","WA","99362","0000","FDIC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","WASHINGTON","53","200104475","","0","0","0","0","0","41323","0","0","",""
"2001-06-05T00:00:00","2001","0","Y","33143","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OCC","0","0","0","0","N","0","C","Commercial","3","DISTRICT OF COLUMBIA","1","2001-05-17T00:00:00","2001","1996-10-21T00:00:00","1996","1990-08-30T00:00:00","1990","0","0","0","0","0","13","DALLAS","","0","33143","OCC","N","C","Commercial","3","DISTRICT OF COLUMBIA","1","BIF","Effinity Bank, National Association","COMMERCIAL BANK","10","1155 FIFTEENTH STREET, N.W., SUITE 515","","WASHINGTON","DC","11","20005","0000","OCC","","200104551_820_46378__","BIF","0","","Effinity Bank, National Association","0","0","38.904797","-77.034514","225 WEST HILLCREST DRIVE","","THOUSAND OAKS","CA","CALIFORNIA","91360","","0","0","0","0","COMMERCIAL BANK","10","FI","N","1155 FIFTEENTH STREET, N.W., SUITE 515","","WASHINGTON","2001-06-13T00:00:00","2001","DC","20005","0000","OCC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","DISTRICT OF COLUMBIA","11","200104551","","0","0","0","0","0","46378","0","0","",""
"2002-11-24T00:00:00","2002","0","Y","34381","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OCC","0","0","0","0","N","0","C","Commercial","3","SAN LUIS OBISPO","79","2001-05-31T00:00:00","2001","1997-06-16T00:00:00","1997","1997-06-16T00:00:00","1997","0","0","0","0","0","14","SAN FRANCISCO","","0","34381","OCC","N","C","Commercial","3","SAN LUIS OBISPO","79","BIF","Coast National Bank","COMMERCIAL BANK","10","486 MARSH STREET","","SAN LUIS OBISPO","CA","6","93401","0000","OCC","","200104634_820_57144__","BIF","0","","Coast National Bank","0","0","35.276591","-120.666636","500 MARSH STREET","","SAN LUIS OBISPO","CA","CALIFORNIA","93401","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","486 MARSH STREET","","SAN LUIS OBISPO","2001-06-14T00:00:00","2001","CA","93401","0000","OCC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","CALIFORNIA","6","200104634","","0","0","0","0","0","57144","0","0","",""
"2006-03-29T00:00:00","2006","0","Y","3601","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OCC","0","0","0","0","N","0","C","Commercial","3","LOGAN","107","2001-05-31T00:00:00","2001","1997-12-19T00:00:00","1997","1887-08-02T00:00:00","1887","0","0","0","0","0","9","CHICAGO","","0","3601","OCC","N","C","Commercial","3","LOGAN","107","BIF","The Atlanta National Bank","COMMERCIAL BANK","10","105 SOUTHWEST CHURCH STREET","","ATLANTA","IL","17","61723","0000","OCC","","200104971_820_2291__","BIF","0","","The Atlanta National Bank","0","0","40.260327","-89.230254","P. O. BOX 459","","ATLANTA","IL","ILLINOIS","61723","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","105 SOUTHWEST CHURCH STREET","","ATLANTA","2001-06-20T00:00:00","2001","IL","61723","0000","OCC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","ILLINOIS","17","200104971","","0","0","0","0","0","2291","0","0","",""
"2006-03-29T00:00:00","2006","0","Y","14316","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","STATE","0","0","0","0","NM","0","C","Commercial","21","LAFAYETTE","65","2001-05-18T00:00:00","2001","1986-06-30T00:00:00","1986","1894-12-05T00:00:00","1894","0","0","0","0","0","9","CHICAGO","","0","14316","STATE","NM","C","Commercial","21","LAFAYETTE","65","BIF","The Benton State Bank","COMMERCIAL BANK","10","42 WEST MAIN STREET","","BENTON","WI","55","53803","0000","FDIC","","200105251_820_8943__","BIF","0","","The Benton State Bank","0","0","42.569905","-90.381789","P.O. BOX 27","","BENTON","WI","WISCONSIN","53803","0027","0","0","0","0","COMMERCIAL BANK","10","FI","N","42 WEST MAIN STREET","","BENTON","2001-06-26T00:00:00","2001","WI","53803","0000","FDIC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","WISCONSIN","55","200105251","","0","0","0","0","0","8943","0","0","",""
"2004-06-25T00:00:00","2004","0","Y","24271","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OCC","0","0","0","0","N","0","C","Commercial","3","WARREN","165","2001-07-02T00:00:00","2001","2001-04-26T00:00:00","2001","1983-02-07T00:00:00","1983","0","0","0","0","0","9","CHICAGO","","0","24271","OCC","N","C","Commercial","3","WARREN","165","BIF","The Community National Bank","COMMERCIAL BANK","10","1400 EAST SECOND STREET","","FRANKLIN","OH","39","45005","0000","OCC","","200106088_820_16889__","BIF","0","","The Community National Bank","0","0","39.563151","-84.274996","P.O. BOX  577","","FRANKLIN","OH","OHIO","45005","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","1400 EAST SECOND STREET","","FRANKLIN","2001-07-20T00:00:00","2001","OH","45005","0000","OCC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","OHIO","39","200106088","","0","0","0","0","0","16889","0","0","",""
"2002-05-30T00:00:00","2002","0","Y","57294","350","INSTITUTION ENTERS CONSERVATORSHIP","Institution entered into a government conservatorship.","OTS","0","0","0","0","SB","0","S","Savings","34","DUPAGE","43","2001-07-27T00:00:00","2001","9999-12-31T00:00:00","9999","2001-07-27T00:00:00","2001","0","0","0","0","0","9","CHICAGO","","0","57294","OTS","SB","S","Savings","34","DUPAGE","43","SAIF","Superior Federal Bank, FSB","MUTUAL SAVINGS BANK","110","440 EAST OGDEN AVENUE","","HINSDALE","IL","17","60521","0000","OTS","","200106348_350_360715__","SAIF","0","","Superior Federal Bank, FSB","0","0","41.817564","-87.919383","440 EAST OGDEN AVENUE","","HINSDALE","IL","ILLINOIS","60521","0000","0","0","0","0","MUTUAL SAVINGS BANK","110","FI","N","440 EAST OGDEN AVENUE","","HINSDALE","2001-08-01T00:00:00","2001","IL","60521","0000","OTS","0","0","350","11","FULL SERVICE - BRICK AND MORTAR","ILLINOIS","17","200106348","","0","0","0","0","0","360715","0","0","",""
"2006-03-29T00:00:00","2006","0","Y","3145","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OCC","0","0","0","0","N","0","C","Commercial","3","COMANCHE","93","2001-03-31T00:00:00","2001","1987-04-13T00:00:00","1987","1889-01-01T00:00:00","1889","0","0","0","0","0","13","DALLAS","","0","3145","OCC","N","C","Commercial","3","COMANCHE","93","BIF","The Comanche National Bank","COMMERCIAL BANK","10","100 EAST CENTRAL STREET","","COMANCHE","TX","48","76442","3209","OCC","","200106543_820_2015__","BIF","0","","The Comanche National Bank","0","0","31.897489","-98.60386","P.O. BOX  191","","COMANCHE","TX","TEXAS","76442","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","100 EAST CENTRAL STREET","","COMANCHE","2001-08-10T00:00:00","2001","TX","76442","3209","OCC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","TEXAS","48","200106543","","0","0","0","0","0","2015","0","0","",""
"2006-03-29T00:00:00","2006","0","Y","6658","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OCC","0","0","0","0","N","0","C","Commercial","3","PICKAWAY","129","2001-07-31T00:00:00","2001","1999-04-21T00:00:00","1999","1904-03-28T00:00:00","1904","0","0","0","0","0","9","CHICAGO","","0","6658","OCC","N","C","Commercial","3","PICKAWAY","129","BIF","The First National Bank of New Holland","COMMERCIAL BANK","10","25 NORTH MAIN STREET","","NEW HOLLAND","OH","39","43145","0000","OCC","","200107322_820_4461__","BIF","0","","The First National Bank of New Holland","0","0","39.553878","-83.256927","P.O. BOX 348","","NEW HOLLAND","OH","OHIO","43145","0348","0","0","0","0","COMMERCIAL BANK","10","FI","N","25 NORTH MAIN STREET","","NEW HOLLAND","2001-08-16T00:00:00","2001","OH","43145","0000","OCC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","OHIO","39","200107322","","0","0","0","0","0","4461","0","0","",""
"2002-07-02T00:00:00","2002","0","Y","27389","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OCC","0","0","0","0","N","0","C","Commercial","3","CLARK","3","2001-08-01T00:00:00","2001","2000-07-01T00:00:00","2000","1988-12-01T00:00:00","1988","0","0","0","0","0","16","COMPLEX FINANCIAL INSTITUTIONS","","0","27389","OCC","N","C","Commercial","3","POLK","153","BIF","Wells Fargo Financial National Bank","COMMERCIAL BANK","10","206 EIGHTH STREET","","DES MOINES","IA","19","50309","0000","OCC","","200108895_820_39831__","BIF","0","","Wells Fargo Financial National Bank","0","0","36.126248","-115.200705","P. O. BOX 98796","","LAS VEGAS","NV","NEVADA","89193","8796","0","0","0","0","COMMERCIAL BANK","10","FI","N","4455 SPRING MOUNTAIN ROAD","","LAS VEGAS","2001-08-23T00:00:00","2001","NV","89102","0000","OCC","0","1","820","11","FULL SERVICE - BRICK AND MORTAR","NEVADA","32","200108895","","0","0","0","0","0","39831","0","0","",""
"2002-07-31T00:00:00","2002","0","Y","24387","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OCC","0","0","0","0","N","0","C","Commercial","3","LOS ANGELES","37","2001-08-14T00:00:00","2001","1997-03-03T00:00:00","1997","1983-02-14T00:00:00","1983","0","0","0","0","0","2","NEW YORK","","0","24387","OCC","N","C","Commercial","3","LOS ANGELES","37","BIF","Grand National Bank","COMMERCIAL BANK","10","1138 SOUTH GARFIELD AVENUE","","ALHAMBRA","CA","6","91801","0000","OCC","","200110910_820_16967__","BIF","0","","Grand National Bank","0","0","34.082012","-118.122986","1185 Avenue Of The Americas","","New York","NY","NEW YORK","10036","2601","0","0","0","0","COMMERCIAL BANK","10","FI","N","1138 SOUTH GARFIELD AVENUE","","ALHAMBRA","2001-09-19T00:00:00","2001","CA","91801","0000","OCC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","CALIFORNIA","6","200110910","","0","0","0","0","0","16967","0","0","",""
"2001-10-01T00:00:00","2001","0","Y","33557","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","OCC","0","0","0","0","N","0","C","Commercial","3","SANTA BARBARA","83","2001-10-01T00:00:00","2001","1992-02-28T00:00:00","1992","1992-02-28T00:00:00","1992","0","0","0","0","0","14","SAN FRANCISCO","","0","33557","OCC","N","C","Commercial","3","SANTA BARBARA","83","BIF","Valley Oaks National Bank","COMMERCIAL BANK","10","591 ALAMO PINTADO ROAD","","SOLVANG","CA","6","93463","0000","OCC","","200118311_820_47439__","BIF","0","","Valley Oaks National Bank","0","0","34.597846","-120.129036","P.O. BOX 140","","SOLVANG","CA","CALIFORNIA","93463","0000","0","0","0","0","COMMERCIAL BANK","10","FI","Y","591 ALAMO PINTADO ROAD","","SOLVANG","2001-10-22T00:00:00","2001","CA","93463","0000","OCC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","CALIFORNIA","6","200118311","","0","0","0","0","0","47439","0","0","",""
"2006-03-29T00:00:00","2006","0","Y","8494","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","STATE","0","0","0","0","NM","0","C","Commercial","21","MARSHALL","123","2001-10-01T00:00:00","2001","1990-08-24T00:00:00","1990","1903-01-01T00:00:00","1903","0","0","0","0","0","9","CHICAGO","","0","8494","STATE","NM","C","Commercial","21","MARSHALL","123","BIF","Henry State Bank","COMMERCIAL BANK","10","700 SECOND STREET","","HENRY","IL","17","61537","0000","FDIC","","200119141_820_5407__","BIF","0","","Henry State Bank","0","0","41.110341","-89.356037","P.O. BOX  207","","HENRY","IL","ILLINOIS","61537","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","700 SECOND STREET","","HENRY","2001-11-21T00:00:00","2001","IL","61537","0000","FDIC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","ILLINOIS","17","200119141","","0","0","0","0","0","5407","0","0","",""
"2002-05-12T00:00:00","2002","0","Y","35412","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","STATE","0","0","0","0","NM","0","C","Commercial","21","MCHENRY","111","2001-10-15T00:00:00","2001","2000-03-13T00:00:00","2000","2000-03-13T00:00:00","2000","0","0","0","0","0","9","CHICAGO","","0","35412","STATE","NM","C","Commercial","21","MCHENRY","111","BIF","American Community Bank","COMMERCIAL BANK","10","1060 LAKE AVENUE","","WOODSTOCK","IL","17","60098","0000","FDIC","","200119142_820_79520__","BIF","0","","American Community Bank","0","0","42.303807","-88.433338","P. O. BOX 1720","","WOODSTOCK","IL","ILLINOIS","60098","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","1060 LAKE AVENUE","","WOODSTOCK","2001-11-21T00:00:00","2001","IL","60098","0000","FDIC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","ILLINOIS","17","200119142","","0","0","0","0","0","79520","0","0","",""
"2006-03-29T00:00:00","2006","0","Y","10825","820","PARTICIPATED IN REORGANIZATION","Reorganized banking operations.","STATE","0","0","0","0","NM","0","C","Commercial","21","STARK","175","2001-10-31T00:00:00","2001","1989-09-30T00:00:00","1989","1902-04-16T00:00:00","1902","0","0","0","0","0","9","CHICAGO","","0","10825","STATE","NM","C","Commercial","21","STARK","175","BIF","State Bank of Speer","COMMERCIAL BANK","10","14 MAIN STREET","","SPEER","IL","17","61479","0000","FDIC","","200119143_820_6926__","BIF","0","","State Bank of Speer","0","0","41.07799","-89.634443","14 MAIN STREET","","SPEER","IL","ILLINOIS","61479","0000","0","0","0","0","COMMERCIAL BANK","10","FI","N","14 MAIN STREET","","SPEER","2001-11-21T00:00:00","2001","IL","61479","0000","FDIC","0","0","820","11","FULL SERVICE - BRICK AND MORTAR","ILLINOIS","17","200119143","","0","0","0","0","0","6926","0","0","",""
