"ACQ_BRANCHES","ACQ_BRANCHES_HREF","ACQ_CERT","ACQ_CHARTAGENT","ACQ_CHARTER","ACQ_CLASS","ACQ_CLASS_TYPE","ACQ_CLASS_TYPE_DESC","ACQ_CLCODE","ACQ_CNTYNAME","ACQ_CNTYNUM","ACQ_FDICREGION","ACQ_FDICREGION_DESC","ACQ_INSAGENT1","ACQ_INSAGENT2","ACQ_INSTNAME","ACQ_LATITUDE","ACQ_LONGITUDE","ACQ_ORGTYPE_NUM","ACQ_ORG_EFF_DTE","ACQ_PADDR","ACQ_PCITY","ACQ_PSTALP","ACQ_PSTNUM","ACQ_PZIP5","ACQ_PZIPREST","ACQ_REGAGENT","ACQ_TRUST","ACQ_UNINUM","ASSISTED_PAYOUT_FLAG","BANK_INSURED","CERT","CHANGECODE","CHANGECODE_DESC","CHANGECODE_DESC_LONG","CHARTER_COM_TO_OTHER_FLAG","CHARTER_COM_TO_OTS_FLAG","CHARTER_OTHER_TO_COM_FLAG","CHARTER_OTS_TO_COM_FLAG","CLASS","CLASS_CHANGE_FLAG","CLASS_TYPE","CLASS_TYPE_DESC","EFFDATE","EFFYEAR","ENDDATE","ENDYEAR","FAILED_COM_TO_COM_FLAG","FAILED_OTHER_TO_COM_FLAG","FAILED_OTS_TO_COM_FLAG","FAILED_OTS_TO_OTS_FLAG","FAILED_RTC_FLAG","FRM_CLASS","FRM_CLASS_TYPE","FRM_CLASS_TYPE_DESC","FRM_INSAGENT1","FRM_LATITUDE","FRM_LONGITUDE","FRM_ORGTYPE_NUM","FRM_PSTALP","FRM_PSTNUM","FRM_REGAGENT","ID","INSAGENT1","INSAGENT1_CHANGE_FLAG","INSURED_COM_FLAG","INSURED_OTS_FLAG","NEW_CHARTER_DENOVO_FLAG","NEW_CHARTER_FLAG","ORGTYPE_NUM","ORG_ROLE_CDE","ORG_STAT_FLG","OUT_CERT","OUT_CHARTAGENT","OUT_CHARTER","OUT_CLASS","OUT_CLASS_TYPE","OUT_CLASS_TYPE_DESC","OUT_CLCODE","OUT_CNTYNAME","OUT_CNTYNUM","OUT_FDICREGION","OUT_FDICREGION_DESC","OUT_INSAGENT1","OUT_INSAGENT2","OUT_INSTNAME","OUT_LATITUDE","OUT_LONGITUDE","OUT_ORGTYPE_NUM","OUT_PADDR","OUT_PCITY","OUT_PSTALP","OUT_PSTNUM","OUT_PZIP5","OUT_PZIPREST","OUT_REGAGENT","OUT_TRUST","OUT_UNINUM","PROCDATE","PROCYEAR","PSTALP","REGAGENT","REGAGENT_CHANGE_FLAG","RELOCATE_FLAG","REPORT_TYPE","STNUM","SUR_CERT","SUR_CHANGECODE","SUR_CHANGECODE_DESC","SUR_CHARTAGENT","SUR_CHARTER","SUR_CLASS","SUR_CLASS_TYPE","SUR_CLASS_TYPE_DESC","SUR_CLCODE","SUR_CNTYNAME","SUR_CNTYNUM","SUR_FDICREGION","SUR_FDICREGION_DESC","SUR_INSAGENT1","SUR_INSAGENT2","SUR_INSTNAME","SUR_LATITUDE","SUR_LONGITUDE","SUR_MADDR","SUR_MCITY","SUR_MSTALP","SUR_MSTATE","SUR_MZIP5","SUR_ORGTYPE_NUM","SUR_PADDR","SUR_PCITY","SUR_PSTALP","SUR_PSTNUM","SUR_PZIP5","SUR_PZIPREST","SUR_REGAGENT","SUR_TRUST","TRANSNUM","UNASSIST_COM_TO_COM_FLAG","UNASSIST_COM_TO_OTS_FLAG","UNASSIST_OTHER_TO_COM_FLAG","UNASSIST_OTS_TO_COM_FLAG","UNASSIST_OTS_TO_OTS_FLAG","UNINUM","VOLUNTARY_LIQUIDATION_FLAG","WITHDRAW_INSURANCE_COM_FLAG"
"13","/api/history?filters=TRANSNUM:201006464 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","59049","OCC","24976","N","C","Commercial","3","MIAMI-DADE","86","5","ATLANTA","DIF","","NAFH National Bank","25.683503095694114","-80.31469022161485","10","2010-07-16T00:00:00","9350 SOUTH DIXIE HIGHWAY","MIAMI","FL","12","33156","0000","OCC","","510326","0","Y","35383","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,NAFH National Bank, (,[object Object],) in ,Miami,, ,FL,. ,A link to FDIC closing information for ,First National Bank of the South, (,35383,):, ,[object Object]","0","0","0","0","N","0","C","Commercial","2010-07-16T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","N","C","Commercial","DIF","0","0","10","SC","45","OCC","201006464_211_78851_510326_78851","DIF","0","0","0","0","0","10","FI","N","35383","OCC","23953","N","C","Commercial","3","SPARTANBURG","83","5","ATLANTA","DIF","","First National Bank of the South","34.955803","-81.92165","10","215 NORTH PINE STREET","SPARTANBURG","SC","45","29304","0000","OCC","","78851","2010-07-19T00:00:00","2010","FL","OCC","0","1","211","12","59049","811","FDIC ASSISTED MERGER","OCC","24976","N","C","Commercial","3","MIAMI-DADE","86","5","ATLANTA","DIF","","NAFH National Bank","25.683503095694114","-80.31469022161485","C/O CAPITAL BANK FINANCIAL CORP.","CHARLOTTE","NC","NORTH CAROLINA","28210","10","9350 SOUTH DIXIE HIGHWAY","MIAMI","FL","12","33156","0000","OCC","","201006464","0","0","0","0","0","78851","0","0"
"1","/api/history?filters=TRANSNUM:201007790 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","58100","STATE","0","NM","C","Commercial","21","ORANGE","59","14","SAN FRANCISCO","DIF","","Plaza Bank","33.655148","-117.861944","10","2010-07-23T00:00:00","19900 MACARTHUR BLVD., SUITE 110","IRVINE","CA","6","92612","0000","FDIC","","439707","0","Y","35434","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Plaza Bank, (,[object Object],) in ,Irvine,, ,CA,. ,A link to FDIC closing information for ,SouthwestUSA Bank, (,35434,):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2010-07-23T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","10","NV","32","FDIC","201007790_211_80032_439707_80032","DIF","0","0","0","0","0","10","FI","N","35434","STATE","0","NM","C","Commercial","21","CLARK","3","14","SAN FRANCISCO","DIF","","SouthwestUSA Bank","36.115817","-115.119289","10","4043 SOUTH EASTERN AVENUE","LAS VEGAS","NV","32","89119","0000","FDIC","","80032","2010-07-26T00:00:00","2010","CA","FDIC","0","1","211","6","58100","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","ORANGE","59","14","SAN FRANCISCO","DIF","","Plaza Bank","33.655148","-117.861944","18200 VON KARMAN AVENUE., SUITE 500","IRVINE","CA","CALIFORNIA","92612","10","19900 MACARTHUR BLVD., SUITE 110","IRVINE","CA","6","92612","0000","FDIC","","201007790","0","0","0","0","0","80032","0","0"
"7","/api/history?filters=TRANSNUM:201007854 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","28100","STATE","0","SM","C","Commercial","13","LAFAYETTE","55","13","DALLAS","DIF","","Iberiabank","30.226154","-92.018837","10","2010-03-08T00:00:00","200 WEST CONGRESS STREET","LAFAYETTE","LA","22","70501","0000","FED","","40934","0","Y","32536","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Iberiabank, (,[object Object],) in ,Lafayette,, ,LA,. ,A link to FDIC closing information for ,Sterling Bank, (,32536,):, ,[object Object]","0","0","0","0","SM","0","C","Commercial","2010-07-23T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","SM","C","Commercial","DIF","0","0","0","FL","0","FED","201007854_211_45370_40934_45370","DIF","0","0","0","0","0","10","FI","N","32536","STATE","0","SM","C","Commercial","13","PALM BEACH","99","5","ATLANTA","DIF","","Sterling Bank","26.572179","-80.061981","10","1189 HYPOLUXO ROAD","LANTANA","FL","12","33462","4221","FED","","45370","2010-07-26T00:00:00","2010","LA","FED","0","1","211","22","28100","811","FDIC ASSISTED MERGER","STATE","0","SM","C","Commercial","13","LAFAYETTE","55","13","DALLAS","DIF","","Iberiabank","30.226154","-92.018837","200 WEST CONGRESS STREET","LAFAYETTE","LA","LOUISIANA","70501","10","200 WEST CONGRESS STREET","LAFAYETTE","LA","22","70501","0000","FED","","201007854","0","0","0","0","0","45370","0","0"
"1","/api/history?filters=TRANSNUM:201007994 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","5271","STATE","0","NM","C","Commercial","21","WASECA","161","11","KANSAS CITY","DIF","","Roundbank","44.076781","-93.508926","10","2008-03-31T00:00:00","200 NORTHEAST 2ND STREET","WASECA","MN","27","56093","0000","FDIC","","3542","0","Y","34486","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Roundbank, (,[object Object],) in ,Waseca,, ,MN,. ,A link to FDIC closing information for ,Community Security Bank, (,34486,):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2010-07-23T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","10","MN","27","FDIC","201007994_211_57677_3542_57677","DIF","0","0","0","0","0","10","FI","Y","34486","STATE","0","NM","C","Commercial","21","SCOTT","139","11","KANSAS CITY","DIF","","Community Security Bank","44.544526","-93.561488","10","1100 1ST STREET, N.E.","NEW PRAGUE","MN","27","56071","0000","FDIC","","57677","2010-07-27T00:00:00","2010","MN","FDIC","0","0","211","27","5271","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","WASECA","161","11","KANSAS CITY","DIF","","Roundbank","44.076756","-93.508911","P. O. BOX 667","WASECA","MN","MINNESOTA","56093","10","200 NORTHEAST 2ND STREET","WASECA","MN","27","56093","0000","FDIC","","201007994","0","0","0","0","0","57677","0","0"
"11","/api/history?filters=TRANSNUM:201007996 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","12437","STATE","0","NM","C","Commercial","21","LEE","81","13","DALLAS","DIF","","Renasant Bank","34.256546","-88.704477","10","2007-07-01T00:00:00","209 TROY STREET","TUPELO","MS","28","38801","0000","FDIC","Full","7918","0","Y","27559","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Renasant Bank, (,[object Object],) in ,Tupelo,, ,MS,. ,A link to FDIC closing information for ,Crescent Bank and Trust Company, (,27559,):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2010-07-23T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","GA","0","FDIC","201007996_211_40341_7918_40341","DIF","0","0","0","0","0","10","FI","N","27559","STATE","0","NM","C","Commercial","21","PICKENS","227","5","ATLANTA","DIF","","Crescent Bank and Trust Company","34.487563","-84.467708","10","120 APPALACHIAN PARKWAY","JASPER","GA","13","30143","0000","FDIC","None","40341","2010-07-27T00:00:00","2010","MS","FDIC","0","1","211","28","12437","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","LEE","81","13","DALLAS","DIF","","Renasant Bank","34.256546","-88.704477","P.O. BOX  709","TUPELO","MS","MISSISSIPPI","38802","10","209 TROY STREET","TUPELO","MS","28","38801","0000","FDIC","Full","201007996","0","0","0","0","0","40341","0","0"
"2","/api/history?filters=TRANSNUM:201008030 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","16402","STATE","0","NM","C","Commercial","21","SALINE","169","11","KANSAS CITY","DIF","","The Bennington State Bank","38.804824","-97.594353","10","2006-03-31T00:00:00","2130 SOUTH OHIO","SALINA","KS","20","67402","0000","FDIC","Limited","10579","0","Y","10506","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,The Bennington State Bank, (,[object Object],) in ,Salina,, ,KS,. ,A link to FDIC closing information for ,Thunder Bank, (,10506,):, ,[object Object]","0","0","0","0","NM","1","C","Commercial","2010-07-23T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","SM","C","Commercial","DIF","0","0","10","KS","20","FED","201008030_211_6725_10579_6725","DIF","0","0","0","0","0","10","FI","N","10506","STATE","0","SM","C","Commercial","13","LINCOLN","105","11","KANSAS CITY","DIF","","Thunder Bank","39.010993","-98.39324","10","102 NORTH MAIN STREET","SYLVAN GROVE","KS","20","67481","0000","FED","","6725","2010-07-27T00:00:00","2010","KS","FDIC","1","0","211","20","16402","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","SALINE","169","11","KANSAS CITY","DIF","","The Bennington State Bank","38.8047814665609","-97.59429765466173","P.O. BOX 1280","SALINA","KS","KANSAS","67402","10","2130 SOUTH OHIO STREET","SALINA","KS","20","67401","0000","FDIC","Limited","201008030","0","0","0","0","0","6725","0","0"
"5","/api/history?filters=TRANSNUM:201008052 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","22401","STATE","0","NM","C","Commercial","21","KLAMATH","35","14","SAN FRANCISCO","DIF","","South Valley Bank & Trust","42.206612","-121.725071","10","2006-03-31T00:00:00","5215 SOUTH SIXTH STREET","KLAMATH FALLS","OR","41","97601","0000","FDIC","Full","15602","0","Y","23181","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,South Valley Bank & Trust, (,[object Object],) in ,Klamath Falls,, ,OR,. ,A link to FDIC closing information for ,Home Valley Bank, (,23181,):, ,[object Object]","0","0","0","0","NM","1","C","Commercial","2010-07-23T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","SM","C","Commercial","DIF","0","0","0","OR","0","FED","201008052_211_16240_15602_16240","DIF","0","0","0","0","0","10","FI","N","23181","STATE","0","SM","C","Commercial","13","JOSEPHINE","33","14","SAN FRANCISCO","DIF","","Home Valley Bank","42.169283","-123.648557","10","103 SOUTH KERBY AVENUE","CAVE JUNCTION","OR","41","97523","0000","FED","","16240","2010-07-27T00:00:00","2010","OR","FDIC","1","0","211","41","22401","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","KLAMATH","35","14","SAN FRANCISCO","DIF","","South Valley Bank & Trust","42.206578","-121.725038","P.O. BOX  5210","KLAMATH FALLS","OR","OREGON","97601","10","5215 SOUTH SIXTH STREET","KLAMATH FALLS","OR","41","97603","0000","FDIC","Full","201008052","0","0","0","0","0","16240","0","0"
"5","/api/history?filters=TRANSNUM:201008190 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","15504","STATE","0","NM","C","Commercial","21","RICHLAND","79","5","ATLANTA","DIF","","First Citizens Bank and Trust Company, Inc.","34.002208333454575","-81.03330100039358","10","2009-10-17T00:00:00","1230 MAIN STREET","COLUMBIA","SC","45","29201","0000","FDIC","Full","9804","0","Y","17837","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,First Citizens Bank and Trust Company, Inc., (,[object Object],) in ,Columbia,, ,SC,. ,A link to FDIC closing information for ,Williamsburg First National Bank, (,17837,):, ,[object Object]","0","0","0","0","NM","1","C","Commercial","2010-07-23T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","N","C","Commercial","DIF","0","0","10","SC","45","OCC","201008190_211_11781_9804_11781","DIF","0","0","0","0","0","10","FI","N","17837","OCC","15589","N","C","Commercial","3","WILLIAMSBURG","89","5","ATLANTA","DIF","","Williamsburg First National Bank","33.663584","-79.831747","10","200 WEST MAIN STREET","KINGSTREE","SC","45","29556","0000","OCC","","11781","2010-07-27T00:00:00","2010","SC","FDIC","1","0","211","45","15504","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","RICHLAND","79","5","ATLANTA","DIF","","First Citizens Bank and Trust Company, Inc.","34.002208333454575","-81.03330100039358","P.O. BOX  29","COLUMBIA","SC","SOUTH CAROLINA","29202","10","1230 MAIN STREET","COLUMBIA","SC","45","29201","0000","FDIC","Full","201008190","0","0","0","0","0","11781","0","0"
"2","/api/history?filters=TRANSNUM:201010493 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","11241","STATE","0","SM","C","Commercial","13","FAULKNER","45","13","DALLAS","DIF","","Centennial Bank","35.08848142620536","-92.43775653869199","10","2010-07-30T00:00:00","620 CHESTNUT STREET","CONWAY","AR","5","72032","0000","FED","Limited","7173","0","Y","57669","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Centennial Bank, (,[object Object],) in ,Conway,, ,AR,. ,A link to FDIC closing information for ,Bayside Savings Bank, (,57669,):, ,[object Object]","0","0","0","0","SM","1","C","Commercial","2010-07-30T00:00:00","2010","9999-12-31T00:00:00","9999","0","0","1","0","0","SB","S","Savings","DIF","0","0","0","FL","0","OTS","201010493_211_419363_7173_419363","DIF","0","0","0","0","0","10","FI","N","57669","OTS","0","SB","S","Savings","33","GULF","45","5","ATLANTA","DIF","","Bayside Savings Bank","29.815901","-85.308844","115","202 MARINA DRIVE","PORT SAINT JOE","FL","12","32457","0000","OTS","","419363","2010-08-02T00:00:00","2010","AR","FED","1","1","211","5","11241","811","FDIC ASSISTED MERGER","STATE","0","SM","C","Commercial","13","FAULKNER","45","13","DALLAS","DIF","","Centennial Bank","35.08848142620536","-92.43775653869199","P.O. BOX 966","CONWAY","AR","ARKANSAS","72032","10","620 CHESTNUT STREET","CONWAY","AR","5","72032","0000","FED","Limited","201010493","0","0","0","0","0","419363","0","0"
"11","/api/history?filters=TRANSNUM:201010514 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","11241","STATE","0","SM","C","Commercial","13","FAULKNER","45","13","DALLAS","DIF","","Centennial Bank","35.08848142620536","-92.43775653869199","10","2010-07-30T00:00:00","620 CHESTNUT STREET","CONWAY","AR","5","72032","0000","FED","Limited","7173","0","Y","9619","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Centennial Bank, (,[object Object],) in ,Conway,, ,AR,. ,A link to FDIC closing information for ,Coastal Community Bank, (,9619,):, ,[object Object]","0","0","0","0","SM","1","C","Commercial","2010-07-30T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","FL","0","FDIC","201010514_211_6146_7173_6146","DIF","0","0","0","0","0","10","FI","N","9619","STATE","0","NM","C","Commercial","21","BAY","5","5","ATLANTA","DIF","","Coastal Community Bank","30.205363","-85.831618","10","12141 PANAMA CITY BEACH PARKWAY","PANAMA CITY BEACH","FL","12","32407","0000","FDIC","","6146","2010-08-02T00:00:00","2010","AR","FED","1","1","211","5","11241","811","FDIC ASSISTED MERGER","STATE","0","SM","C","Commercial","13","FAULKNER","45","13","DALLAS","DIF","","Centennial Bank","35.08848142620536","-92.43775653869199","P.O. BOX 966","CONWAY","AR","ARKANSAS","72032","10","620 CHESTNUT STREET","CONWAY","AR","5","72032","0000","FED","Limited","201010514","0","0","0","0","0","6146","0","0"
"9","/api/history?filters=TRANSNUM:201010516 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","29012","STATE","0","NM","C","Commercial","21","THURSTON","67","14","SAN FRANCISCO","DIF","","Heritage Bank","47.044076","-122.900308","10","2010-07-30T00:00:00","201 5TH AVENUE, S.W.","OLYMPIA","WA","53","98501","0000","FDIC","Full","41846","0","Y","22643","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Heritage Bank, (,[object Object],) in ,Olympia,, ,WA,. ,A link to FDIC closing information for ,The Cowlitz Bank, (,22643,):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2010-07-30T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","10","WA","53","FDIC","201010516_211_15798_41846_15798","DIF","0","0","0","0","0","10","FI","N","22643","STATE","0","NM","C","Commercial","21","COWLITZ","15","14","SAN FRANCISCO","DIF","","The Cowlitz Bank","46.130703","-122.937034","10","927 COMMERCE AVENUE","LONGVIEW","WA","53","98632","0000","FDIC","None","15798","2010-08-02T00:00:00","2010","WA","FDIC","0","0","211","53","29012","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","THURSTON","67","14","SAN FRANCISCO","DIF","","Heritage Bank","47.044076","-122.900308","P.O. BOX 1578","OLYMPIA","WA","WASHINGTON","98507","10","201 5TH AVENUE, S.W.","OLYMPIA","WA","53","98501","0000","FDIC","Full","201010516","0","0","0","0","0","15798","0","0"
"16","/api/history?filters=TRANSNUM:201010517 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","28258","OTS","0","SB","S","Savings","33","CANYON","27","14","SAN FRANCISCO","DIF","","Home Federal Bank","43.57571929814802","-116.5637086653547","115","2009-08-07T00:00:00","500 12TH AVENUE SOUTH","NAMPA","ID","16","83651","0000","OTS","","41092","0","Y","31964","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Home Federal Bank, (,[object Object],) in ,Nampa,, ,ID,. ,A link to FDIC closing information for ,LibertyBank, (,31964,):, ,[object Object]","0","0","0","0","SB","1","S","Savings","2010-07-30T00:00:00","2010","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","10","OR","41","FDIC","201010517_211_44798_41092_44798","DIF","0","0","0","0","0","115","FI","N","31964","STATE","0","NM","C","Commercial","21","LANE","39","14","SAN FRANCISCO","DIF","","LibertyBank","44.072978295521125","-123.11063621575738","10","355 GOODPASTURE ISLAND ROAD","EUGENE","OR","41","97401","0000","FDIC","","44798","2010-08-02T00:00:00","2010","ID","OTS","1","1","211","16","28258","811","FDIC ASSISTED MERGER","OTS","0","SB","S","Savings","33","CANYON","27","14","SAN FRANCISCO","DIF","","Home Federal Bank","43.57571929814802","-116.5637086653547","P O BOX 190","NAMPA","ID","IDAHO","83651","115","500 12TH AVENUE SOUTH","NAMPA","ID","16","83651","0000","OTS","","201010517","0","0","0","0","0","44798","0","0"
"2","/api/history?filters=TRANSNUM:201010650 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","57870","STATE","0","NM","C","Commercial","21","BIBB","21","5","ATLANTA","DIF","","State Bank and Trust Company","32.86635561722835","-83.69344160374123","10","2009-09-03T00:00:00","4219 FORSYTH ROAD","MACON","GA","13","31210","0000","FDIC","","428584","0","Y","57658","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,State Bank and Trust Company, (,[object Object],) in ,Macon,, ,GA,. ,A link to FDIC closing information for ,Northwest Bank & Trust, (,57658,):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2010-07-30T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","GA","0","FDIC","201010650_211_419239_428584_419239","DIF","0","0","0","0","0","10","FI","N","57658","STATE","0","NM","C","Commercial","21","COBB","67","5","ATLANTA","DIF","","Northwest Bank & Trust","34.049474","-84.7006","10","3891 COBB PARKWAY","ACWORTH","GA","13","30101","0000","FDIC","","419239","2010-08-03T00:00:00","2010","GA","FDIC","0","0","211","13","57870","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","BIBB","21","5","ATLANTA","DIF","","State Bank and Trust Company","32.86635561722835","-83.69344160374123","P.O. BOX 4748","MACON","GA","GEORGIA","31208","10","4219 FORSYTH ROAD","MACON","GA","13","31210","0000","FDIC","","201010650","0","0","0","0","0","419239","0","0"
"2","/api/history?filters=TRANSNUM:201012299 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","57082","STATE","0","SM","C","Commercial","13","COOK","31","9","CHICAGO","DIF","","Northbrook Bank and Trust Company","42.132975","-87.821137","10","2006-03-31T00:00:00","1100 WAUKEGAN ROAD","NORTHBROOK","IL","17","60062","0000","FED","","356990","0","Y","34231","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,Northbrook Bank and Trust Company, (,[object Object],) in ,Northbrook,, ,IL,. ,A link to FDIC closing information for ,Ravenswood Bank, (,34231,):, ,[object Object]","0","0","0","0","SM","1","C","Commercial","2010-08-06T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","10","IL","17","FDIC","201012299_211_56990_356990_56990","DIF","0","0","0","0","0","10","FI","N","34231","STATE","0","NM","C","Commercial","21","COOK","31","9","CHICAGO","DIF","","Ravenswood Bank","41.968776","-87.686479","10","2300 WEST LAWRENCE AVENUE","CHICAGO","IL","17","60625","0000","FDIC","","56990","2010-08-10T00:00:00","2010","IL","FED","1","0","211","17","57082","811","FDIC ASSISTED MERGER","STATE","0","SM","C","Commercial","13","COOK","31","9","CHICAGO","DIF","","Northbrook Bank and Trust Company","42.132975","-87.821137","P.O. BOX 2549","NORTHBROOK","IL","ILLINOIS","60065","10","1100 WAUKEGAN ROAD","NORTHBROOK","IL","17","60062","0000","FED","","201012299","0","0","0","0","0","56990","0","0"
"5","/api/history?filters=TRANSNUM:201012960 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","3709","STATE","0","SM","C","Commercial","13","DUPAGE","43","9","CHICAGO","DIF","","First Midwest Bank","41.988199","-88.003301","10","2010-04-23T00:00:00","ONE PIERCE PLACE, SUITE 1500","ITASCA","IL","17","60143","0000","FED","Full","2376","0","Y","17599","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance and became part of ,First Midwest Bank, (,[object Object],) in ,Itasca,, ,IL,. ,A link to FDIC closing information for ,Palos Bank and Trust Company, (,17599,):, ,[object Object]","0","0","0","0","SM","1","C","Commercial","2010-08-13T00:00:00","2010","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","IL","0","FDIC","201012960_211_11571_2376_11571","DIF","0","0","0","0","0","10","FI","N","17599","STATE","0","NM","C","Commercial","21","COOK","31","9","CHICAGO","DIF","","Palos Bank and Trust Company","41.662589","-87.796532","10","12600 SOUTH HARLEM AVENUE","PALOS HEIGHTS","IL","17","60463","0000","FDIC","None","11571","2010-08-16T00:00:00","2010","IL","FED","1","0","211","17","3709","811","FDIC ASSISTED MERGER","STATE","0","SM","C","Commercial","13","DUPAGE","43","9","CHICAGO","DIF","","First Midwest Bank","41.973443","-88.019948","ONE PIERCE PLACE","ITASCA","IL","ILLINOIS","60143","10","ONE PIERCE PLACE, SUITE 1500","ITASCA","IL","17","60143","0000","FED","Full","201012960","0","0","0","0","0","11571","0","0"
